"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,IMPRESSION:UNIQUE_USERS,Reach,Impressions,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Negative feedback from users: Hide all"
1198106454699329,108912897259781,"Психічне здоров'я для України",,"Коли у 2004 році на екрани вийшов фільм “Авіатор”, де головну роль зіграв Леонардо ді Капріо, велика кількість українців дізналася про існування ОКР, який із дитинства має головний герой фільму. Сьогодні ми розповімо про те, що приховують ці 3 загадкові літери.

✔️ Обсесивно-компульсивний розлад (ОКР) – це поширений та тривалий розлад, що характеризується неконтрольованими, повторюваними думками (обсесії), які можуть змусити людину здійснювати повторювані дії (компульсії).

Люди з ОКР можуть мати нав’язливі ідеї, дії чи й те, й інше. Найчастіше нав’язливі ідеї включають:
🔸 страх перед мікробами або забрудненням,
🔸 страх щось забути, загубити чи втратити,
🔸 страх втратити контроль над своєю поведінкою,
🔸 агресивні думки щодо інших або щодо себе,
🔸 небажані або заборонені думки щодо сексу, релігії чи завдання шкоди,
🔸 бажання мати речі симетричними або в ідеальному порядку.

Компульсії – це повторювана поведінка, яку людина хоче здійснити у відповідь на нав’язливу думку. Поширені компульсії включають:
🔸 надмірне прибирання,
🔸 упорядкування предметів певним, точним способом,
🔸 багаторазове перевіряння (чи дверцята машини заблоковані, чи обігрів вимкнуто),
🔸компульсивне бажання рахувати речі (сходинки, речі певного кольору абощо).

❕ Не всі ритуали чи звички є компульсіями. 

Але люди з ОКР:
🔸 не можуть контролювати свої нав’язливі думки або компульсивну поведінку, навіть коли вважають ці думки або поведінку надмірними,
🔸 витрачають щонайменше 1 годину на день на ці думки або поведінку,
🔸 не отримують задоволення від компульсивної поведінки або ритуалів, але можуть відчувати короткочасне полегшення тривоги, викликаної нав’язливими думками,
🔸 мають значні проблеми у повсякденному житті через ці думки або поведінку.

Наприклад, людина із нав’язливим страхом бути обкраденою може відчувати, що потрібно кілька разів перевірити, чи всі вікна та двері зачинені на замок, перш ніж вийти з дому.

Жінки можуть іноді мати ОКР під час вагітності або після народження дитини. Обсесія може бути, наприклад, переживанням про те, щоб не завдати шкоду дитині. Компульсією можуть бути, наприклад, неодноразові перевірки дихання дитини.

❔ Чи є лікування від ОКР?
Існує кілька ефективних методів лікування ОКР, які можуть значно зменшити його вплив на ваше життя.

▪️ психологічна терапія – зазвичай когнітивно–поведінкова терапія (КПТ), яка допомагає протистояти страхам і нав’язливим думкам, не “виправляючи їх” примусом,
▪️ медикаменти – можуть допомогти, змінюючи баланс хімічних речовин у мозку.

❔ Як жити з ОКР?

Існує кілька важливих речей, які можуть допомогти в боротьбі зі стресом і тривогою, пов’язаними з ОКР:

▪️  дотримання графіку сну,
▪️  регулярні фізичні вправи,
▪️  медикаментозне лікування,
▪️  психотерапія,
▪️  збалансоване харчування,
▪️  підтримка оточення.

Якщо серед наших підписників є люди з ОКР, розкажіть у коментарях, що вам допомагає? 🔽",0,"02/20/2024 09:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid035h94hZjo4MFME9rx2tDvzhmyAQnGMEqqjFGPWxRSWsk7KWFSi1X18SHpbVvqPTRil,0,0,Photo,,,,,Lifetime,,3854,4098,126,91,5,30,88,12,76,,
1195088418334466,108912897259781,"Психічне здоров'я для України",,"💔 Трагічні новини болять та впливають на наше самопочуття, не дають сконцентруватися на роботі чи домашніх справах. Ми можемо відчувати безсилля, напругу, страх, гнів, розчарування або втому. 

Як допомогти собі прожити ці емоції?

❤️‍🩹 Нагадайте собі, що те, що ви відчуваєте — нормально. Адже таким чином ваша психіка намагається впоратися із тим, що відбувається.

❤️‍🩹 Шукайте форму вираження почуттів. Спробуйте описати свій стан і розповісти комусь. Це може бути розмова з близькими або допис у соцмережі тощо.

❤️‍🩹 Спробуйте зрозуміти, що допоможе вам пережити цей стан. Можливо, вам захочеться просто спати та їсти, якщо енергії немає.

❤️‍🩹 Дозвольте собі проявляти емоції. Якщо це потрібно, не стримуйте сльози, крик в лісі та інші екологічні прояви. Вираження емоцій дозволить вам почуватися краще.

❤️‍🩹 Сфокусуйтеся на тому, що можете контролювати та спробуйте мати рутинні справи. Звичні дії нагадують нам, що ми маємо владу, що можемо впливати бодай на щось. Це не означає вдати, ніби нічого не відбувається. Це означає продовжувати жити та повернути владу над своїм життям. Спробуйте планувати повсякденні справи та приймати маленькі рішення. Однак, не картайте себе, якщо не вдасться цього дотриматися.

❤️‍🩹 Коли відчуваєте, що інформаційне поле негативно впливає на ваш стан, обмежуйте користування соціальними мережами.

❤️‍🩹 Знайдіть спосіб допомогти тим, хто цього потребує. Якщо не маєте ресурсу для великої діяльності, зробіть нехай і незначний внесок у добрі справи. Океан складається з крапель. А можливо допомога потрібна зараз саме вам, тож не відкладайте. 

❤️‍🩹 Якщо маєте ресурс, підтримайте людей, які проживають ту ж ситуацію. Будьте уважними та дбайливими до тих, хто поруч. 

❤️‍🩹 Коли ми у стресі, це часто супроводжується напругою мʼязів. Допомогти можуть дихальні вправи, медитація на розслаблення
або майндфулнес.

☎️ Якщо ви потребуєте кваліфікованої підтримки — за посиланням контакти ліній допомоги: https://www.mh4u.in.ua/phones/",0,"02/16/2024 09:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02RdMBMff2yiCoPpqAB4SVdSzP8UXAFb5Bh9nq33xKyctRJDnZjNxKYAQvAcu7CNJ9l,0,0,Photo,,,,,Lifetime,,3982,4241,131,89,1,41,46,15,26,5,
1194335495076425,108912897259781,"Психічне здоров'я для України",,"🫂 Слухання — найважливіша з усіх комунікаційних навичок, адже вона здатна створювати й живити близькість та душевність у парі. 

Коли ви чуйно слухаєте, то краще розумієте свого партнера, залишаєтеся з ним «на одній хвилі» та отримуєте більше втіхи від стосунків. 

Почути партнера заважають фільтри слухання: 

👂🏻 Читання думок

Ви «читаєте думки», коли відкидаєте або не ймете віри тому, що каже партнер, і натомість намагаєтеся з'ясувати, що ж він чи вона «дійсно має на увазі». Люди, які зайняті «читанням думок», ігнорують реальний зміст сказаного партнером на користь власних здогадок і підозр.

👂🏻 Програвання репетицій

Ви настільки зайняті програванням у голові того, що збираєтеся сказати, що нездатні почути, з чим звертається до вас партнер.

👂🏻 Фільтрування

Фільтрування означає, що ви слухаєте вибірково. Скажімо, вслухаєтеся у слова партнера, щоб упевнитися, що він не відчуває злості, смутку або тривоги. Проте «відключаєтеся», щойно переконалися, що все гаразд. 

👂🏻 Осуд 

Осуд означає, що ви перестали слухати партнера через певну негативну думку, яка пронеслася у вашій голові, або ж продовжуєте слухати задля того, щоб згодом звинуватити та скомпрометувати партнера.

👂🏻 Літання у хмарах

Усі ми почасти відволікаємося. Проживши з людиною пліч-о-пліч багато років, особливо спокусливо припинити слухати й зануритися у власні фантазії. Якщо вам все складніше залишатися уважними до партнера, це може бути тривожним сигналом, що ви уникаєте контакту чи певних тем.

👂🏻 Постачання порад

Ваш партнер заледве встигає завершити речення, як ви вже встряєте зі своїми порадами. Завзятий пошук правильного рішення та ваша налаштованість розвʼязати всі проблеми робить вас глухими до простої потреби вашого партнера, щоб його вислухали.

👂🏻 Спаринг

Ви слухаєте лише задля того, щоб не погоджуватися, сперечатися та доводити своє. Ви займаєте певну позицію та захищаєте її всупереч словам партнера. У багатьох порушених стосунках такі «дуелі» є звичним способом комунікації. 

👂🏻 Непогрішність

Цей блок не дає вам чути нічого, що могло б натякнути на вашу недосконалість. Щоб відкараскатися від будь-якого припущення про вашу можливу неправоту, ви будете обманювати, кричати, змінювати тему, ухилятися від суті питання, виправдовуватися абощо. 

👂🏻 Ухиляння від теми

Ви змінюєте тему або переводите все у жарт, тільки-но розмова набирає надто особистого або загрозливого відтінку. Таким самовідводом або гумором ви намагаєтеся не дослухатися до серйозного занепокоєння вашого
партнера.

👂🏻 Запопадлива позиція

Ви дуже легко зі всім погоджуєтеся. Щойно ваш партнер виявляє сумніви, роздратування чи тривогу, як ви тут як тут зі словами на кшталт: «Так... Маєш рацію... Я знаю... Мені шкода... Я все виправлю». Ви так переймаєтеся, аби бути милими, неконфліктними та готовими підтримати, що геть не даєте партнеру змоги вповні висловити свою думку.

📖 За матеріалами книги «Мистецтво бути у парі: практичні навички» Метью МакКейна, Патріка Фаннінга та Кіма Палега, яку видав Інститут психічного здоров'я Українського Католицького Університету. 

🔜 Що допоможе навчитися активно слухати партнера ми розкажемо в нашому наступному дописі.",0,"02/15/2024 08:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02wbRjFtd89C6gkfRGcQ6Tn4t9qv6hL9LWTobwxg4dRpbDZkqQdmXTYTWVHvc1RJr1l,0,0,Photo,,,,,Lifetime,,11764,12703,526,363,18,145,158,27,131,,
1192527921923849,108912897259781,"Психічне здоров'я для України",,"Щодо святкування Дня святого Валентина точаться багато суперечок. Чи обов’язково тим, хто в парі, відзначати це свято? Якою б не була ваша відповідь, важливо пам’ятати: стосунки важливіші, ніж загальноприйняті ритуали святкування.  

Як покращити та зміцнити стосунки? Ось кілька порад:  

❤️ Поважайте кордони одне одного. Якщо ви переходите межі одне одного або намагаєтеся їх змінити, образ та суперечок не уникнути. 

❤️ Плекайте здорове і відкрите спілкування. Адже це ключовий спосіб, щоб говорити про свої потреби, бажання, а також особисті кордони.  

❤️  Навчіться знаходити виходи з конфліктних ситуацій. Часто пари, які ігнорують або уникають конфліктів, ризикують зіткнутися з напруженням у стосунках та незадоволеними потребами. Пам‘ятайте, що конфлікти є нормальним явищем у будь-яких стосунках, якщо вирішувати їх з повагою до свого партнера.

❤️ Шукайте глибшого розуміння одне одного. Подібно до романтичних комедій, де ексцентричні герої знаходять один одного, люди хочуть відчувати, що знайшли «свою людину» або принаймні когось, хто розуміє їх і любить такими, якими вони є насправді.

❤️ Пам‘ятайте, що подорожувати наодинці, самому відвідувати цікаві події та мати друзів, з якими ви бачитеся сам-на-сам, — це частина здорової індивідуальності. Пари, які мають власні інтереси та приймають їх, краще розвиваються. 

❤️ Шукайте та розвивайте близькість. Мова йде не про частоту чи якість сексуальних стосунків. Спільна ранкова кава або вечірня прогулянка удвох — це також ритуали, які є частиною вашої близькості. 

Якщо через виклики війни або інші обставини ви знаходитеся в розлуці з вашим партнером чи партнеркою, читайте допис про те, як дбати про стосунки на відстані: https://www.facebook.com/share/p/EGb6sBZxerD4YMZ3/?mibextid=I6gGtw

💬 А якими є здорові стосунки для вас? Діліться в коментарях.",0,"02/13/2024 09:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid023Qn7ePYD9RrihBS6ZHPAQu8m2UNeNgG1gkZF9uwUXgXRiVxhXQpyBkLfiBWzCC6ql,0,0,Photo,,,,,Lifetime,,3041,3276,95,71,0,24,67,5,62,,
1192536631922978,108912897259781,"Психічне здоров'я для України",,"⌛️ Друзі у Дніпрі, маєте ще два дні, щоб приєднатися до команди нашого проєкту. 15 лютого — останній день подачі заявок на посаду регіонального координатора. 

Нам потрібна людина, яка має:

✅ вищу освіту у галузі психіатрії, психології, соціальної роботи, громадського здоров'я, управління та при цьому зацікавлена темою психічного здоров'я;
✅ високий рівень англійської;
✅ досвід роботи (понад 1 рік) в сфері громадського здоровʼя, розбудови медичних/соціальних послуг, психосоціальної підтримки або організації реформ;
✅ відмінні комунікативні навички та здатність до ефективної взаємодії;
✅ високі організаційні здібності та досвід управління проєктами. 

💼 Якими є обов‘язки регіонального координатора? 

✅ Координувати проєкт та виконувати його завдання в Дніпропетровській області.
✅ Співпрацювати з місцевими органами влади, неурядовими організаціями та міжнародними партнерами.
✅ Реалізовувати проєктні заходи на місцевому рівні. 
✅ Організовувати тренінги, консультації та інші заходи, пов'язані із проєктом.
✅ Займатися адвокацією змін у сфері психічного здоровʼя на рівні міста, громади, області.
✅ Робити звітність по активностях проєкту. 
✅ Звітувати перед керівництвом проєкту та партнерами.

💜 Які можливості відкриває ця посада? 

✅ Ви долучитеся до реалізації ключового проєкту в галузі психічного здоров'я в Україні. 
✅ Матимете можливість професійно зростати та підвищувати свою кваліфікацію. 
✅ Станете частиною дружнього та високопрофесійного колективу.
✅ Отримуватимете конкурентоспроможну заробітну плату. 

📌 Зайнятість у проєкті повна або часткова (відповідно до домовленостей).
📌  Тривалість співпраці до 4-х років.

✍️ Якщо ви відповідаєте описаним критеріям та бажаєте приєднатися до нашої команди, надсилайте своє резюме та мотиваційний лист на електронну адресу: hanna.horodnichenko@mh4u.in.ua

Вкажіть тему листа «Регіональний координатор MH4U». 

ℹ️ Більше інформації про наш проєкт: https://www.mh4u.in.ua/

🫶🏼 Чекаємо вас у нашій команді, щоб разом реформувати систему психічного здоров'я в Україні.

Будемо вдячні за поширення допису.",0,"02/13/2024 03:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0Spb669RDA81ykgZgNfTYsxK3ndzStyDMDFQCYvnzRUFRkCTjwMTGW5V6k4EKraoNl,0,0,Photo,,,,,Lifetime,,1370,1409,16,15,0,1,9,4,1,4,
1190523115457663,108912897259781,"Психічне здоров'я для України",,"😣 Не відчуваєте радості від життя? Улюблена їжа не смакує, жарти не здаються смішними і взагалі нічого не приносить задоволення? 

Можливо, причина в ангедонії. Це стан, коли людина не відчуває насолоди навіть від речей або занять, які раніше любила.

Ангедонія може бути симптомом біполярного розладу, ПТСР, шизофренії, розладу, пов’язаного із зловживанням психоактивними речовинами. Люди з хронічним болем і хворобою Паркінсона також можуть відчувати ангедонію.

При депресії ангедонія виникає приблизно у 70% людей.

Ангедонію класифікують на два типи:

😏 соціальну — коли спілкування з людьми не приносить задоволення
😏 фізичну — коли не викликають задоволення фізичні відчуття, наприклад, обійми, музика або запах їжі.

Ось кілька порад, які можуть допомогти вам протистояти ангедонії. 

👉 Якщо ви помічаєте в себе ознаки ангедонії, зверніться за допомогою до фахівця психічного здоров‘я. 

👉 Спробуйте робити те, що вам подобалося раніше, навіть якщо ви не маєте настрою для цього та перші спроби не приносять очікуваного результату. 

👉 Докладайте зусиль. Почніть із маленьких кроків, а згодом заплануйте дії, які підтримають вас у продовженні активностей, навіть якщо ви не бачите в них сенсу. 

👉 Ангедонія може змусити вас нехтувати маленькими моментами радості та вважати їх марною тратою часу, але старайтеся прислухатися до найменших проявів відчуттів, які у вас є. 

Використовуйте всі п’ять органів чуття, щоб відчути найменші прояви радості і насолодитися ними. Це може бути, наприклад, запах свіжого печива абощо.",0,"02/10/2024 09:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid025oUXon3zB5ecxrrmHLtDqxAAKb3DLFRxuZYxBzkXVKivTJMCMsosGkux6AKZBY6zl,0,0,Photo,,,,,Lifetime,,4251,4520,134,102,1,31,36,15,21,,
1188820312294610,108912897259781,"Психічне здоров'я для України",,"📣 Друзі у Дніпрі, чудова можливість для вас! Наш проєкт шукає регіонального координатора для роботи в вашому місті.

Нам потрібна людина, яка має:

✅ вищу освіту у галузі психіатрії, психології, соціальної роботи, громадського здоров'я, управління та при цьому зацікавлена темою психічного здоров'я;
✅ високий рівень англійської;
✅ досвід роботи (понад 1 рік) в сфері громадського здоровʼя, розбудови медичних/соціальних послуг, психосоціальної підтримки або організації реформ;
✅ відмінні комунікативні навички та здатність до ефективної взаємодії;
✅ високі організаційні здібності та досвід управління проєктами. 

💼 Якими є обов‘язки регіонального координатора? 

✅ Координувати проєкт та виконувати його завдання в Дніпропетровській області.
✅ Співпрацювати з місцевими органами влади, неурядовими організаціями та міжнародними партнерами.
✅ Реалізовувати проєктні заходи на місцевому рівні. 
✅ Організовувати тренінги, консультації та інші заходи, пов'язані із проєктом.
✅ Займатися адвокацією змін у сфері психічного здоровʼя на рівні міста, громади, області.
✅ Робити звітність по активностях проєкту. 
✅ Звітувати перед керівництвом проєкту та партнерами.

💜 Які можливості відкриває ця посада? 

✅ Ви долучитеся до реалізації ключового проєкту в галузі психічного здоров'я в Україні. 
✅ Матимете можливість професійно зростати та підвищувати свою кваліфікацію. 
✅ Станете частиною дружнього та високопрофесійного колективу.
✅ Отримуватимете конкурентоспроможну заробітну плату. 

📌 Зайнятість у проєкті повна або часткова (відповідно до домовленостей).
📌  Тривалість співпраці до 4-х років.

✍️ Якщо ви відповідаєте описаним критеріям та бажаєте приєднатися до нашої команди, надсилайте своє резюме та мотиваційний лист на електронну адресу: hanna.horodnichenko@mh4u.in.ua

Вкажіть тему листа «Регіональний координатор MH4U». 

⌛️ Останній день подачі заявок — 15 лютого 2024 року

ℹ️ Більше інформації про наш проєкт: https://www.mh4u.in.ua/

🫶🏼 Чекаємо вас у нашій команді, щоб разом реформувати систему психічного здоров'я в Україні.

Будемо вдячні за поширення допису.",0,"02/08/2024 09:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02kETGrEC8CXegiS2vmpdwE4544mWiWoi71PxZgnvviw4Sd2ww7LHQPvpPpLU3Q3Ajl,0,0,Photo,,,,,Lifetime,,3968,4434,84,64,1,19,65,4,53,8,
1186604479182860,108912897259781,"Психічне здоров'я для України",,"🎓 У нашого проєкту є своя освітня платформа. На ній ми розміщуємо безкоштовні навчальні курси як для фахівців психічного здоров’я, так і для людей, які прагнуть покращити свої знання про психічне здоров‘я, потурбуватися про себе та навчитися якісно підтримувати інших. 

📚 Тримайте підбірку наших найцікавіших курсів. 

1️⃣ Психологічна допомога для людей з посттравматичним стресовим розладом

Ізраїльські фахівці діляться досвідом як розбудовувати систему психологічної реабілітації та підтримки людей з ПТСР, зокрема військових. Цей курс буде корисним психологам, психотерапевтам, психіатрам та сімейним лікарям.

👉 Реєструйтеся: https://edu.mh4u.in.ua/courses/психологічна-допомога-для-людей-з-пос/

2️⃣ Техніки самодопомоги та розвитку стресостійкості під час війни: для цивільних та військових

Це короткий набір дуже простих, але надзвичайно ефективних технік,який допоможе цивільним та військовим, медикам, психологам, волонтерам та усім,хто продовжує працювати для перемоги в умовах повномасштабної війни. 

👉 Реєструйтеся: https://edu.mh4u.in.ua/courses/техніки-самодопомоги-та-розвитку-стр/

3️⃣ Resilience under duress 

Це чудова нагода покращити навички менеджменту у сфері психічного здоров'я: навчитися дбати психічне здоров’я в організації в кризові часи, виявляти травму на робочому місці та розвивати резильєнтність.

👉 Реєструйтеся: https://edu.mh4u.in.ua/courses/resilience-under-duress/

4️⃣ Колесо добробуту 

Цей курс навчить простим діям, які допоможуть покращити ваш настрій та збільшити добробут. Як основу для дослідження складових щасливого життя курс використовує колесо благополуччя ВООЗ. 

👉 Реєструйтеся: https://edu.mh4u.in.ua/courses/вас-вітає-колесо-добробуту/

🔔 Усі курси є безкоштовними. Щоб їй пройти, достатньо зареєструватися на нашій освітній платформі. 

Які теми навчальних курсів актуальні та важливі для вас? Будемо вдячні за ваші коментарі. 

🇺🇦🇨🇭 Проєкт «Психічне здоров’я для України» реалізується за підтримки Embassy of Switzerland in Ukraine / Посольство Швейцарії в Україні.",0,"02/05/2024 09:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid0PWVFjeqeA2QjdLc3BdAjVWuxSikMwmJXvzfmm4D6x5ZutWu5RkMzmcZnCrnXbpHQl,0,0,Photo,,,,,Lifetime,,8979,9695,453,317,13,123,330,47,113,170,
1184106806099294,108912897259781,"Психічне здоров'я для України",,"❤️‍🩹 Гіперзбудження при посттравматичному стресовому розладі є складним випробуванням. Тіло людини миттєво переходить у стан підвищеної готовності, особливо при згадці про травматичну подію. Навіть якщо загрози немає, організм людини реагує так, ніби вона є. 

😰 Таким чином людина з ПТСР перебуває у стані постійної напруги.

Симптоми гіпезбудження також включають:

⭕️ дратівливість або агресію
⭕️ ризиковану або деструктивну поведінку
⭕️ підвищену пильність
⭕️ перебільшену реакцію здригання
⭕️ труднощі у зосередженні
⭕️ порушення сну. 

Ці симптоми впливають на стосунки людини з ПТСР, а іноді можуть кардинально змінити її життя. 

Ось кілька заходів, які допоможуть впоратися з нападами гніву внаслідок ПТСР:

👉 Спробуйте відмежуватись від ситуації, наскільки це можливо. Дайте собі трохи фізичного та емоційного простору.

👉 Дихайте: часто ми забуваємо дихати, не тільки коли відчуваємо страх, але й гнів. Тож намагайтесь зосередитись на своєму диханні протягом 60 секунд.

👉 Зверніть увагу на те, що викликало ваш гнів. Запитайте себе, яку межу, на вашу думку, переступили? Що вам загрожує?

👉 Зверніть увагу на «розмір» вашого гніву в порівнянні з «розміром» ситуації. Чи не здається він вам занадто великим відносно самої ситуації? Це може допомогти трохи зменшити напругу.

👉 Випустіть гнів у безпечний спосіб. Якщо є можливість зробіть це за допомогою фізичної активності: прогулянки, бігу, віджимання, биття боксерської груші тощо. 

👉 Заспокоївшись, поговоріть з людиною, яка, на вашу думку, образила вас. Зосередьтеся на своїх спостереженнях і почуттях, але уникайте образ, звинувачень і згадок про минуле. Постарайтеся зрозуміти точку зору та наміри іншої людини та прийміть вибачення, якщо його просять. 

🔔 Пам‘ятайте, існують доказові методи лікування  посттравматичного стресового розладу. Якщо ви помічаєте в себе ознаки ПТСР — зверніться до сімейного лікаря або фахівців психічного здоровʼя.",0,"02/02/2024 09:02",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02xjcFEhzYjVWmarCebBnAcTx68ckosZFgD3JPeiwWuAFfc7jCd4uwnwEPMRrNGvEJl,0,0,Photo,,,,,Lifetime,,8068,8913,290,196,3,91,112,9,103,,
1182596862916955,108912897259781,"Психічне здоров'я для України",,"⚠️ Для людей з посттравматичним стресовим розладом (ПТСР) одним із найважчих симптомів є флешбеки. Це яскраві та тривожні спогади, коли людина може почуватися або діяти так, ніби травматична подія відбувається знову.

Іноді вони можуть бути схожі на перегляд відео про те, що сталося, іноді виринають повні чи часткові зображення того, що відбулося: звуки, запахи або смаки, пов’язані з травмою. Часом людина може мати фізичні відчуття, наприклад, біль, напругу або емоції, які вона відчувала під час травматичної події.

Флешбеки можуть бути дуже неприємними, але є стратегії, які можуть допомогти запобігти або впоратися з ними.

🟣 Зосередьтеся на своєму диханні. Коли ви налякані, то можете перестати нормально дихати. Повільно вдихніть через ніс і видихніть через рот. Спробуйте порахувати до 4 або 5 під час вдиху та повторіть рахунок під час видиху.

🟣 Використовуйте методи заземлення. Ці техніки включають зосередження на середовищі навколо, використовуючи п’ять органів чуття: звук, дотик, нюх, смак і зір.

🟣 Нагадайте собі, що у вас флешбек. Спробуйте повторити багато разів: «Це спогад. Зараз цього не відбувається. Травматична подія минула».

🟣 Носіть предмет, який нагадує вам про сьогодення. Це може бути, наприклад, брелок, ключі чи ручка. 

🟣 Визначте свої тригери. Хоча ви не завжди можете запобігти спогадам, але спробуйте навчитися розпізнавати ситуації, які їх викликають. 

🆘 Щоб зменшити флешбеки або повністю їм запобігти, варто звернутися до фахівця психічного здоров’я. Когнітивно-поведінкова терапія та метод десенсибілізації та репроцесуалізації травми рухом очей (EMDR) може допомогти вам впоратися з травматичною подією, яку ви пережили та покращити вашу здатність функціонувати у житті.",0,"01/31/2024 08:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02E3Ga9DNsxCZR2H82qEC3CrYG2ATv4Z5U28rKxWsBBymwFbznJdtNP79po2n7FoLLl,0,0,Photo,,,,,Lifetime,,7159,7881,263,188,1,74,108,8,100,,
1181129956396979,108912897259781,"Психічне здоров'я для України",,"💔 Востаннє Ірина з чоловіком бачилася, коли його на трохи відпустили з Бахмуту — у січні. Чоловік подзвонив Ірині перед Великоднем. Сказав, що йде на завдання. Як завжди, не буде зв’язку — може, днів три. 

Останнє повідомлення від нього отримала в неділю, а у вівторок прийшло сповіщення: під час виконання бойового завдання втратили зв’язок з усією групою. У травні «Вагнер» виклав фото його військового квитка. Але ні слова ані про загибель, ані про полон. 

Ірина довго не могла вийти з дому. Чи навіть засміятися. Бо якось засміялася про себе, а одинадцятирічний син забіг до кімнати й спитав: «Тато знайшовся?».

❤️‍🩹 Ірина приєдналася до зустрічей спільноти самопідтримки та самодопомоги — «Жити чекаючи». Вона об‘єднує сім‘ї, які живуть в очікуванні, переживаючи те, що психологи називають невизначеною втратою.

Групи підтримки проєкту стають  безпечним місцем, де сім’ї можуть висловити свій біль, гнів, образу, де їх можуть вислухати. 

Усього в проєкті «Жити чекаючи» на Львівщині 142 родини. Їхній досвід цінний і для інших громад, бо його можна використовувати вже зараз.

👉 Більше читайте у матеріалі на Reporters. Посилання в коментарях.

🇺🇦🇨🇭 Проєкт «Психічне здоров’я для України» реалізується за підтримки Embassy of Switzerland in Ukraine / Посольство Швейцарії в Україні.",0,"01/29/2024 08:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02snw1Nhp9mG6mEpJJCqqPxxRQsBKYxkxgs13zNZAvxfqdUnKUx9ZfDDHLrhfdjufFl,0,0,Photo,,,,,Lifetime,,3941,4116,103,96,1,6,204,160,44,,
1178820069961301,108912897259781,"Психічне здоров'я для України",,"📣 Продовжуємо ділитися хорошими новинами нашого проєкту. 

Слідом за Рівненщиною Центр психічного здоров’я запрацював у Чернівцях. Його створили на базі КНП ""Міська поліклініка 1"" ЧМР. Тут місцеві жителі зможуть безкоштовно отримати сучасну та кваліфіковану допомогу фахівців психічного здоров‘я: психологів, психотерапевта, психіатра  та фахівця із соціальної роботи (якщо людина має соціальні труднощі. через психічний розлад).

💜 Наш проєкт подбав про ремонт приміщення, необхідне устаткування, а також комфорт та затишок. 

Звернутися в Центр психічного здоров‘я можна самостійно, а також за скеруванням сімейного лікаря або ж іншого спеціаліста. 

У центрі можна отримати:

✅ психологічну діагностику та консультування;
✅ психотерапію (індивідуальну або групову);
✅ психіатричну діагностику та фармакологічне лікування.

Психіатричну допомогу надають дорослим пацієнтам (старше 18-ти років). Психологічну допомогу надають людям з 14-ти років.

📲 Для запису до фахівця телефонуйте:
+38 050 820 0808
+38 067 820 0808

🇺🇦🇨🇭 Проєкт «Психічне здоров’я для України» реалізується за підтримки Embassy of Switzerland in Ukraine / Посольство Швейцарії в Україні.

Дякуємо за співпрацю Чернівецька міська рада та Управління охорони здоров'я Чернівецької міської ради .",0,"01/26/2024 09:01",N/A,https://www.facebook.com/MH4Ukraine/posts/pfbid02rDddMGrZeHiPCc2u6CMGrr3ZcHPHQrQ2c4KhattBymNN2aTHXUx3Yam5vAyBuhhhl,0,0,Photo,,,,,Lifetime,,3880,4372,163,146,3,14,276,192,83,1,
