# ----------------------------------------
# Report CSV Export
# Account: MH4U
# Property: www.mh4u.in.ua - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20230708
# End date: 20240304
Date,Event count,Total users,Event count per user,Average session duration,New users,Returning users
20240112,4759,1329,4.019425675675675,63.67126769386332,1147,105
20231130,4743,1352,3.962406015037594,68.37960124742268,1154,105
20231211,4731,1360,3.932668329177057,51.9348488933518,1165,95
20240103,4722,1307,3.9814502529510962,58.61631514614831,1131,111
20231115,4712,1330,3.973018549747049,76.62266116597222,1132,124
20240221,4695,1334,3.9223057644110275,60.05635643044984,1144,114
20231018,4686,1316,4.029234737747205,56.43286036466431,1113,105
20231006,4664,1295,4.027633851468049,68.0311204732334,1112,114
20240226,4661,1316,3.95,63.37782919508771,1122,127
20240129,4652,1290,4.017271157167531,69.89240022437276,1091,126
20231004,4640,1271,4.172661870503597,71.29887804710145,1070,116
20240104,4638,1289,3.9539641943734014,66.82390167169541,1127,109
20231204,4636,1327,3.945531914893617,63.538400983836965,1132,97
20230712,4624,1288,3.9286321155480035,61.54545056357142,1145,96
20231020,4623,1289,4.013020833333333,66.94583282624369,1112,104
20231019,4586,1281,4.02280701754386,67.56338597037573,1086,117
20240206,4586,1317,3.943250214961307,54.37699039971651,1107,107
20231206,4568,1335,3.8034970857618653,56.525081418118475,1152,115
20230823,4549,1256,4.072515666965085,69.25105479360465,1091,108
20230912,4540,1244,4.0608228980322005,52.917291562590975,1078,127
20231124,4526,1265,4.005309734513275,72.9223031572787,1082,115
20231103,4518,1278,4.059299191374663,57.48523831062271,1053,115
20240130,4518,1303,3.9458515283842797,58.396360418272664,1094,114
20231228,4512,1287,3.866323907455013,51.00804236121391,1129,83
20231002,4510,1249,4.074074074074074,64.8706232415604,1058,106
20231016,4506,1281,4.092643051771117,65.13568207002189,1049,99
20231110,4501,1298,3.9482456140350877,59.8775903460158,1092,108
20240114,4481,1270,3.930701754385965,59.06284721774193,1095,97
20231003,4479,1251,4.071818181818182,61.29232441587069,1051,115
20231218,4479,1257,4.068119891008174,51.21556589349113,1058,108
20240127,4469,1209,4.13413506012951,115.96573804972805,1034,93
20231116,4467,1289,3.981283422459893,56.74325588616714,1065,112
20240131,4462,1260,3.973285841495993,69.37331703335803,1073,101
20240108,4440,1268,3.9118942731277535,53.91848106969919,1096,90
20240227,4440,1279,4.014466546112116,65.75949655555556,1051,111
20231219,4390,1252,3.874669020300088,55.32350419374069,1068,111
20231221,4354,1254,3.8805704099821745,53.32851190157776,1081,99
20231201,4344,1256,3.895964125560538,65.19070411626195,1062,101
20230831,4342,1215,3.9472727272727273,52.71298959087509,1057,117
20240228,4335,1221,3.9917127071823204,65.83567630722892,1034,104
20240304,4335,1271,3.8878923766816142,65.99524832505479,1048,113
20240229,4334,1245,3.954379562043796,60.84213889528795,1046,98
20240105,4326,1232,3.9220308250226656,42.70607580284858,1062,104
20240209,4309,1219,4.008372093023256,58.590046738738735,1023,115
20230905,4308,1228,3.9632014719411224,48.252157462053574,1053,112
20240216,4307,1236,3.965930018416206,66.27685253358779,1024,106
20231104,4305,1168,4.046052631578948,69.78379259000793,1006,103
20230927,4285,1216,3.9602587800369684,56.538065215582456,1044,99
20240120,4281,1228,3.8463611859838274,49.19055190325019,1085,96
20240208,4280,1256,3.887375113533152,54.00934672645741,1049,97
20230816,4265,1222,3.8772727272727274,43.59548161002994,1063,106
20230719,4263,1192,3.965581395348837,66.94709288317756,1031,98
20231205,4255,1250,3.799107142857143,52.41970538130564,1075,106
20231212,4248,1217,3.872379216043756,65.9092920530705,1040,114
20231208,4241,1231,3.974695407685098,39.83920230509745,1036,94
20230720,4239,1164,4.052581261950287,78.4501903758755,998,112
20240207,4220,1201,3.9773798303487276,72.6483646519084,1014,110
20240223,4212,1186,4.0267686424474185,58.67944592823344,995,100
20230822,4211,1211,3.8882733148661126,56.36017915149197,1045,106
20240121,4158,1203,3.867906976744186,53.09096390513219,1029,99
20231008,4155,1105,4.2097264437689965,76.43552390720795,932,114
20231220,4153,1205,3.9290444654683063,49.369905847876446,1015,95
20230906,4143,1176,3.9195837275307475,72.41291146456693,1011,99
20240109,4139,1199,3.8112338858195214,56.046111707450976,1039,91
20231213,4128,1183,3.883349012229539,64.8599882525651,1019,94
20240113,4114,1170,3.899526066350711,43.187437954581675,1020,91
20230901,4113,1192,3.8475210477081383,56.24951403448276,1031,93
20240218,4113,1168,3.939655172413793,53.69747871772254,998,88
20230821,4109,1190,3.8187732342007434,50.80505337810558,1038,94
20230710,4106,1172,3.855399061032864,44.24891693417923,1045,80
20230718,4071,1161,3.921965317919075,67.88261879920002,992,94
20231227,4056,1154,3.9882005899705013,60.925236261962695,980,85
20230717,4054,1165,3.89433237271854,59.8586361531676,1017,69
20230926,4051,1172,3.9291949563530553,52.52846482646593,998,82
20230711,4047,1148,3.843304843304843,58.65483220870266,1019,90
20230925,4042,1151,3.9783464566929134,57.0994782509992,976,103
20240102,4032,1123,3.9607072691552063,56.50371540317195,980,84
20231214,4031,1165,3.991089108910891,45.14966336775218,968,89
20230817,4021,1165,3.870067372473532,51.024747514937104,1003,101
20230802,3995,1075,4.2096944151738676,74.22332029718189,916,91
20230921,3990,1115,4.042553191489362,62.02108411323897,951,91
20230714,3980,1131,3.8013371537726837,50.352594256368114,1029,78
20230929,3966,1107,4.051072522982635,64.06851500164473,935,114
20240201,3933,1124,4.0588235294117645,66.90384919512196,908,115
20230713,3929,1112,3.905566600397614,56.90814376552287,980,101
20230920,3927,1088,4.129337539432177,61.60535677020202,917,86
20231215,3927,1127,3.9074626865671642,56.89615653630363,971,91
20230804,3926,1037,4.1721572794899044,75.89419442119323,914,80
20230830,3923,1121,3.926926926926927,56.72724478472786,951,111
20231226,3918,1173,3.781853281853282,46.82467702633745,998,71
20240203,3908,1052,4.153028692879915,66.73533021093749,879,114
20230911,3906,1098,3.9857142857142858,68.21112184771573,945,89
20231217,3905,1129,3.851084812623274,49.02964531438127,968,85
20240301,3905,1121,3.8397246804326453,64.1812363490725,969,87
20231119,3901,1109,4.021649484536082,61.19876241784821,926,100
20230904,3891,1117,3.914486921529175,58.84159630463038,950,115
20230829,3890,1091,3.9253279515640767,73.64023283120204,951,101
20230919,3887,1137,3.837117472852912,49.53232685306123,973,88
20231029,3877,1075,4.046972860125261,81.38615675042159,923,106
20231112,3864,1111,3.8717434869739478,65.39372239695945,957,81
20230814,3860,1116,3.9068825910931175,59.28993910705394,956,86
20230810,3855,1111,3.855,58.44976593497943,970,89
20230828,3844,1095,3.954732510288066,61.51274167175572,931,96
20230815,3837,1113,3.840840840840841,48.878326886589406,959,95
20240214,3834,1097,4.057142857142857,72.43399575021026,897,89
20230913,3824,1095,3.9422680412371136,63.47608524999999,932,90
20231118,3824,1059,4.0508474576271185,75.26697943391304,904,92
20230807,3803,1025,4.138193688792166,85.55128903214286,883,93
20230914,3801,1080,4.005268703898841,53.26074227272727,925,89
20230922,3794,1095,3.947970863683663,47.130737470238095,913,91
20230803,3775,1036,4.0766738660907125,81.21567222202486,901,79
20230825,3774,1069,3.9476987447698746,83.37427840524018,913,90
20231210,3767,1088,3.899585921325052,60.85884258908782,924,90
20230907,3757,1076,4.0181818181818185,62.62202083247422,904,91
20231022,3757,1083,3.971458773784355,54.398488671551725,893,97
20231203,3747,1080,3.931794333683106,61.39582013511188,913,79
20230818,3743,1065,4.037756202804746,42.77152314540816,881,101
20240128,3729,1066,3.9754797441364604,67.16432158978874,898,67
20240107,3686,1059,3.8759200841219767,49.262703697530874,912,85
20230928,3679,1060,3.9816017316017316,51.95677372480281,877,88
20240211,3674,1063,3.839080459770115,59.532990733333335,911,89
20230809,3667,1030,3.938775510204082,68.55060401945181,898,98
20230824,3661,1039,3.9535637149028076,61.89961762065895,892,88
20231015,3653,1028,4.077008928571429,72.79344055465222,854,81
20231125,3645,997,4.137343927355278,63.61098356419868,854,65
20240225,3636,1019,4.044493882091213,64.15818968058076,848,102
20230721,3629,1017,3.996696035242291,77.11411248269744,859,104
20240106,3619,1034,3.8705882352941177,46.840720698369566,900,83
20231222,3616,1050,3.8264550264550263,49.609626509874325,905,79
20230808,3611,1030,3.8869752421959096,55.963878598935224,877,100
20231028,3579,1007,3.972253052164262,73.20419808202765,864,84
20240204,3576,1028,3.947019867549669,49.514773027397254,863,83
20230918,3575,1047,3.945916114790287,57.05266951041666,876,81
20231126,3569,1001,3.987709497206704,59.99454425418995,852,84
20230908,3567,1014,3.9457964601769913,50.752947234814144,866,92
20230724,3560,1013,4.036281179138322,53.86253786098654,832,96
20231225,3551,1011,3.9151047409040793,57.8929617883549,871,81
20240217,3550,1012,3.9798206278026904,60.903766504578755,858,78
20240224,3517,991,4.019428571428572,54.64424944873001,831,88
20231202,3511,976,3.9897727272727272,54.15132339114044,843,88
20231229,3510,981,4.039125431530495,58.74360378967496,828,79
20231209,3508,1037,3.7801724137931036,38.11816111162362,902,56
20240303,3508,999,3.9638418079096045,62.294946152777776,839,87
20231111,3496,982,3.9817767653758542,53.50201410590441,835,94
20230731,3490,996,3.908174692049272,65.55876642988083,859,93
20230801,3474,985,4.006920415224913,58.34701556790124,836,77
20230915,3427,997,4.008187134502924,52.67151224115456,813,89
20230811,3407,969,3.9616279069767444,64.68236123260249,828,80
20231014,3396,969,4.047675804529201,54.769750107007575,812,74
20230725,3395,1005,3.7975391498881432,47.093373825559695,858,78
20230730,3395,960,3.9022988505747125,49.59805040576923,851,72
20231001,3381,925,4.068592057761733,65.17522567349027,796,71
20230715,3317,960,3.825836216839677,144.68538004427333,832,78
20231216,3308,975,3.7979334098737083,57.54907676915616,847,57
20240210,3300,964,3.8641686182669788,59.1014835735151,814,74
20230716,3292,935,3.836829836829837,59.48943293619142,829,68
20231021,3263,934,3.9265944645006017,58.955345470059875,801,68
20230726,3225,946,3.899637243047158,44.65108783791748,804,68
20230820,3184,926,3.799522673031026,62.116585092668025,807,68
20230708,3171,894,3.886029411764706,50.743691905561384,795,61
20230902,3151,911,3.8949320148331275,47.246646095625636,777,80
20230903,3147,903,3.968474148802018,50.54959241768293,768,71
20231007,3103,866,4.072178477690288,74.7021372972103,725,71
20230722,3099,923,3.75181598062954,55.97836858477157,801,60
20230727,3091,908,3.8254950495049505,48.710209027835056,770,73
20230827,3080,867,3.989637305699482,55.92448429894737,742,79
20230709,3076,877,3.825870646766169,43.81816726716739,788,60
20230910,3076,897,3.854636591478697,48.936506198958334,771,65
20230728,3044,876,3.8531645569620254,48.790880271488476,761,75
20230826,3013,872,3.892764857881137,54.14774970575692,748,68
20230924,3009,889,3.8725868725868726,43.02870809884332,756,63
20230930,2977,823,4.055858310626703,80.52527667558527,698,76
20230819,2970,870,3.8823529411764706,58.17700437963945,740,69
20230723,2946,844,4.002717391304348,63.939893999999995,708,72
20240302,2944,865,3.894179894179894,54.82373619330453,719,73
20240101,2932,829,3.9355704697986575,48.283355077790304,729,50
20231230,2896,833,3.9135135135135135,56.318401753932584,708,58
20231224,2895,829,3.9174560216508794,59.80940223137698,708,70
20230806,2857,829,3.9625520110957004,62.1865614556541,698,61
20230909,2832,813,3.8426051560379917,58.55547245161291,710,70
20230805,2831,801,3.9319444444444445,50.27623983008037,698,63
20231223,2831,821,3.8569482288828336,54.27836040610329,705,53
20230917,2724,809,3.8969957081545066,43.003568941513755,681,51
20230813,2723,813,3.7403846153846154,50.858355591647324,706,52
20230923,2690,764,3.9500734214390603,58.3203768814994,655,66
20230729,2582,758,3.85949177877429,45.820025459826944,649,46
20230812,2557,744,3.9097859327217126,65.10682458757765,630,58
20230916,2536,718,3.9811616954474096,65.69282248596939,610,61
20231231,2089,598,4.017307692307693,50.589493109907124,503,44
